geoid,var,value
51113,be30_grd_clean,302.8849182128906
53017,be30_grd_clean,666.58966064453125
54039,be30_grd_clean,324.0601806640625
54109,be30_grd_clean,568.31463623046875
54025,be30_grd_clean,800.383056640625
54041,be30_grd_clean,369.3295593261719
55057,be30_grd_clean,294.5665588378906
55035,be30_grd_clean,303.2267150878906
56013,be30_grd_clean,2139.754150390625
08033,be30_grd_clean,2509.184326171875
01073,be30_grd_clean,182.78414916992188
09170,be30_grd_clean,61.887203216552734
09180,be30_grd_clean,76.40979766845703
06109,be30_grd_clean,1687.279296875
12103,be30_grd_clean,10.408482551574707
12057,be30_grd_clean,24.96318244934082
12075,be30_grd_clean,15.919683456420898
12086,be30_grd_clean,5.823340892791748
12071,be30_grd_clean,7.970954418182373
12113,be30_grd_clean,38.91686248779297
01043,be30_grd_clean,228.0940704345703
12037,be30_grd_clean,8.671063423156738
12073,be30_grd_clean,42.544673919677734
13051,be30_grd_clean,8.56050968170166
13185,be30_grd_clean,60.41075897216797
13027,be30_grd_clean,60.84197235107422
13049,be30_grd_clean,35.13521957397461
17197,be30_grd_clean,202.31211853027344
13245,be30_grd_clean,91.6747817993164
13241,be30_grd_clean,690.6485595703125
13153,be30_grd_clean,114.1318359375
16041,be30_grd_clean,1755.9271240234375
01033,be30_grd_clean,182.69752502441406
04001,be30_grd_clean,1990.775146484375
05007,be30_grd_clean,378.37451171875
05139,be30_grd_clean,64.45500946044922
05003,be30_grd_clean,47.87516403198242
05133,be30_grd_clean,135.24575805664062
05131,be30_grd_clean,202.91966247558594
05015,be30_grd_clean,415.55560302734375
05021,be30_grd_clean,94.082305908203125
05041,be30_grd_clean,46.61314392089844
05063,be30_grd_clean,138.5831756591797
06059,be30_grd_clean,202.4725799560547
05019,be30_grd_clean,100.25402069091797
06037,be30_grd_clean,673.18878173828125
06087,be30_grd_clean,245.22457885742188
06097,be30_grd_clean,197.318115234375
06041,be30_grd_clean,105.75553894042969
06001,be30_grd_clean,238.04888916015625
06003,be30_grd_clean,2340.542724609375
06061,be30_grd_clean,1129.5404052734375
06057,be30_grd_clean,1232.0726318359375
08077,be30_grd_clean,2084.539306640625
08123,be30_grd_clean,1515.357421875
08083,be30_grd_clean,2066.911376953125
21147,be30_grd_clean,357.222412109375
37167,be30_grd_clean,161.71804809570312
37007,be30_grd_clean,104.95834350585938
37155,be30_grd_clean,44.34981918334961
01099,be30_grd_clean,82.54552459716797
21135,be30_grd_clean,270.5975341796875
22057,be30_grd_clean,3.4104299545288086
22117,be30_grd_clean,66.7181625366211
22029,be30_grd_clean,19.68556022644043
22035,be30_grd_clean,30.63241195678711
22011,be30_grd_clean,41.675472259521484
23031,be30_grd_clean,91.98297882080078
23029,be30_grd_clean,77.319549560546875
23003,be30_grd_clean,258.2760009765625
24041,be30_grd_clean,8.68077278137207
24037,be30_grd_clean,22.003271102905273
24039,be30_grd_clean,5.420001983642578
01131,be30_grd_clean,61.7562255859375
24011,be30_grd_clean,15.328337669372559
24033,be30_grd_clean,45.42291259765625
24001,be30_grd_clean,376.6069641113281
01065,be30_grd_clean,68.31880950927734
36063,be30_grd_clean,139.41781616210938
37129,be30_grd_clean,6.481058120727539
37141,be30_grd_clean,11.83847713470459
37133,be30_grd_clean,13.449101448059082
37043,be30_grd_clean,832.80279541015625
37113,be30_grd_clean,951.54522705078125
37175,be30_grd_clean,872.80072021484375
37049,be30_grd_clean,11.658129692077637
37137,be30_grd_clean,6.588053226470947
37177,be30_grd_clean,7.243935585021973
37053,be30_grd_clean,4.189140796661377
37131,be30_grd_clean,34.62571334838867
37075,be30_grd_clean,869.43231201171875
38077,be30_grd_clean,311.3646545410156
38105,be30_grd_clean,665.0848388671875
38099,be30_grd_clean,340.65435791015625
38067,be30_grd_clean,269.662841796875
38085,be30_grd_clean,611.2857666015625
39043,be30_grd_clean,202.97891235351562
40065,be30_grd_clean,428.5955810546875
40141,be30_grd_clean,364.92791748046875
40067,be30_grd_clean,275.00042724609375
40023,be30_grd_clean,155.3052215576172
40135,be30_grd_clean,207.5374298095703
40089,be30_grd_clean,198.2474822998047
02130,be30_grd_clean,469.9292297363281
02185,be30_grd_clean,432.6387634277344
02290,be30_grd_clean,383.65887451171875
02220,be30_grd_clean,292.15472412109375
41051,be30_grd_clean,285.9242248535156
41021,be30_grd_clean,575.969970703125
42133,be30_grd_clean,180.997802734375
42017,be30_grd_clean,103.23046112060547
42049,be30_grd_clean,360.54376220703125
42127,be30_grd_clean,440.526611328125
42029,be30_grd_clean,136.4602813720703
42089,be30_grd_clean,377.9178161621094
02100,be30_grd_clean,793.144775390625
45045,be30_grd_clean,331.8037109375
45025,be30_grd_clean,99.207733154296875
25025,be30_grd_clean,21.941896438598633
25021,be30_grd_clean,62.22154998779297
25013,be30_grd_clean,199.21456909179688
26041,be30_grd_clean,221.88319396972656
26003,be30_grd_clean,259.19384765625
27167,be30_grd_clean,300.11932373046875
27137,be30_grd_clean,419.0689697265625
27119,be30_grd_clean,306.57110595703125
27073,be30_grd_clean,323.37652587890625
28113,be30_grd_clean,113.0923843383789
28151,be30_grd_clean,36.186370849609375
28055,be30_grd_clean,33.870811462402344
28033,be30_grd_clean,89.59678649902344
28021,be30_grd_clean,62.46279525756836
29201,be30_grd_clean,106.57510375976562
29183,be30_grd_clean,166.11280822753906
29013,be30_grd_clean,260.11126708984375
29087,be30_grd_clean,288.65911865234375
29171,be30_grd_clean,292.826416015625
30053,be30_grd_clean,1285.671875
30051,be30_grd_clean,1024.8072509765625
30085,be30_grd_clean,689.30316162109375
30075,be30_grd_clean,1064.4832763671875
30035,be30_grd_clean,1458.672119140625
30009,be30_grd_clean,1688.91455078125
32033,be30_grd_clean,2072.656982421875
32017,be30_grd_clean,1599.2235107421875
35029,be30_grd_clean,1375.964111328125
36045,be30_grd_clean,159.35133361816406
16043,be30_grd_clean,1871.4093017578125
16083,be30_grd_clean,1453.240234375
16003,be30_grd_clean,1445.9482421875
16069,be30_grd_clean,762.36212158203125
17153,be30_grd_clean,113.88075256347656
17045,be30_grd_clean,202.89573669433594
18147,be30_grd_clean,135.2622528076172
18129,be30_grd_clean,125.23616790771484
19111,be30_grd_clean,197.04563903808594
27145,be30_grd_clean,363.8754577636719
29037,be30_grd_clean,280.686767578125
29019,be30_grd_clean,237.4622802734375
29159,be30_grd_clean,254.4385223388672
34031,be30_grd_clean,179.8112030029297
26163,be30_grd_clean,196.5728759765625
18161,be30_grd_clean,297.08465576171875
06113,be30_grd_clean,100.35111236572266
18035,be30_grd_clean,286.760986328125
19063,be30_grd_clean,394.6181335449219
26109,be30_grd_clean,241.28347778320312
19189,be30_grd_clean,372.8720703125
36047,be30_grd_clean,8.93654727935791
20013,be30_grd_clean,332.4114074707031
01091,be30_grd_clean,59.07133102416992
01101,be30_grd_clean,90.70780944824219
01095,be30_grd_clean,270.2386169433594
36075,be30_grd_clean,175.31639099121094
21027,be30_grd_clean,187.35433959960938
40087,be30_grd_clean,341.21160888671875
40125,be30_grd_clean,312.5965576171875
36071,be30_grd_clean,190.16104125976562
21159,be30_grd_clean,302.92242431640625
48213,be30_grd_clean,129.29425048828125
55078,be30_grd_clean,327.3517150878906
18139,be30_grd_clean,296.22039794921875
18065,be30_grd_clean,320.6457824707031
18027,be30_grd_clean,153.4196319580078
18071,be30_grd_clean,192.7133331298828
18175,be30_grd_clean,234.0622100830078
19055,be30_grd_clean,306.778076171875
19165,be30_grd_clean,397.6744079589844
20069,be30_grd_clean,842.33587646484375
20093,be30_grd_clean,966.60565185546875
20165,be30_grd_clean,636.92962646484375
21179,be30_grd_clean,196.34828186035156
21183,be30_grd_clean,150.0042724609375
21107,be30_grd_clean,136.92391967773438
21209,be30_grd_clean,266.2345275878906
21079,be30_grd_clean,277.2057800292969
21025,be30_grd_clean,333.4917297363281
21167,be30_grd_clean,253.55162048339844
21013,be30_grd_clean,502.1311950683594
21187,be30_grd_clean,234.79786682128906
04025,be30_grd_clean,1349.792236328125
46103,be30_grd_clean,1081.7117919921875
46089,be30_grd_clean,552.1868896484375
47167,be30_grd_clean,97.11505889892578
47055,be30_grd_clean,253.25283813476562
47065,be30_grd_clean,293.2856750488281
47155,be30_grd_clean,610.28240966796875
47059,be30_grd_clean,471.34942626953125
47147,be30_grd_clean,200.92176818847656
47009,be30_grd_clean,437.8828430175781
48355,be30_grd_clean,18.310842514038086
48427,be30_grd_clean,108.2253189086914
48409,be30_grd_clean,21.86029815673828
48039,be30_grd_clean,11.87416934967041
48443,be30_grd_clean,719.046142578125
48211,be30_grd_clean,770.85577392578125
48067,be30_grd_clean,99.54817962646484
49043,be30_grd_clean,2578.77978515625
50027,be30_grd_clean,387.2759704589844
51185,be30_grd_clean,830.6220703125
51191,be30_grd_clean,653.909912109375
51051,be30_grd_clean,589.021728515625
51131,be30_grd_clean,3.484112501144409
51179,be30_grd_clean,66.14348602294922
51103,be30_grd_clean,15.7659273147583
51159,be30_grd_clean,22.4609375
51015,be30_grd_clean,559.51513671875
51181,be30_grd_clean,28.422266006469727
51059,be30_grd_clean,83.79530334472656
51069,be30_grd_clean,279.98785400390625
53057,be30_grd_clean,733.580810546875
53055,be30_grd_clean,75.15935516357422
53027,be30_grd_clean,141.3400421142578
53045,be30_grd_clean,272.66656494140625
53033,be30_grd_clean,538.8944091796875
53049,be30_grd_clean,161.11805725097656
53029,be30_grd_clean,58.61266326904297
54063,be30_grd_clean,711.9002685546875
54103,be30_grd_clean,347.5586242675781
54095,be30_grd_clean,288.6667175292969
54107,be30_grd_clean,248.27960205078125
54057,be30_grd_clean,389.2948303222656
54031,be30_grd_clean,533.1470947265625
54027,be30_grd_clean,376.3960266113281
55023,be30_grd_clean,285.6568298339844
55011,be30_grd_clean,293.05084228515625
55121,be30_grd_clean,288.31683349609375
56007,be30_grd_clean,2219.476318359375
56033,be30_grd_clean,1566.5135498046875
56029,be30_grd_clean,2286.90283203125
05097,be30_grd_clean,288.80364990234375
05025,be30_grd_clean,72.67693328857422
06019,be30_grd_clean,1020.1299438476562
06105,be30_grd_clean,1154.6943359375
06089,be30_grd_clean,917.88916015625
06115,be30_grd_clean,309.851318359375
06011,be30_grd_clean,233.31390380859375
08035,be30_grd_clean,2077.5732421875
08043,be30_grd_clean,2296.30419921875
08027,be30_grd_clean,2750.89208984375
08117,be30_grd_clean,3175.5791015625
08049,be30_grd_clean,2814.6728515625
08029,be30_grd_clean,2123.42138671875
08091,be30_grd_clean,2741.07666015625
08093,be30_grd_clean,2952.35986328125
12069,be30_grd_clean,30.6959228515625
12083,be30_grd_clean,33.49565505981445
12023,be30_grd_clean,34.905975341796875
12119,be30_grd_clean,30.518112182617188
12097,be30_grd_clean,22.904911041259766
12121,be30_grd_clean,31.57265281677246
12125,be30_grd_clean,38.05662536621094
13121,be30_grd_clean,290.9221496582031
13013,be30_grd_clean,268.2376403808594
13163,be30_grd_clean,105.41761779785156
13009,be30_grd_clean,125.88107299804688
13279,be30_grd_clean,58.631465911865234
13001,be30_grd_clean,56.79632568359375
13023,be30_grd_clean,112.41101837158203
13133,be30_grd_clean,178.42269897460938
13311,be30_grd_clean,535.38671875
13301,be30_grd_clean,156.57315063476562
13315,be30_grd_clean,96.63093566894531
13305,be30_grd_clean,33.25893783569336
13289,be30_grd_clean,125.77232360839844
13249,be30_grd_clean,151.15609741210938
15003,be30_grd_clean,179.5217742919922
15001,be30_grd_clean,1151.0732421875
16013,be30_grd_clean,1865.6842041015625
16061,be30_grd_clean,1027.3931884765625
16025,be30_grd_clean,1924.5252685546875
16015,be30_grd_clean,1666.87158203125
17039,be30_grd_clean,219.6818084716797
31075,be30_grd_clean,1144.217529296875
31091,be30_grd_clean,1025.11767578125
32015,be30_grd_clean,1824.994384765625
34035,be30_grd_clean,63.95866394042969
35021,be30_grd_clean,1531.6334228515625
35051,be30_grd_clean,1659.91015625
37085,be30_grd_clean,77.54044342041016
37125,be30_grd_clean,129.90472412109375
37117,be30_grd_clean,20.54317855834961
37051,be30_grd_clean,48.03346633911133
37059,be30_grd_clean,236.6249542236328
37083,be30_grd_clean,46.11015701293945
37027,be30_grd_clean,458.664794921875
37127,be30_grd_clean,61.2081298828125
37015,be30_grd_clean,19.534746170043945
37093,be30_grd_clean,87.30384826660156
38103,be30_grd_clean,510.613525390625
47003,be30_grd_clean,255.984130859375
47053,be30_grd_clean,113.11205291748047
47033,be30_grd_clean,104.540771484375
47173,be30_grd_clean,376.296630859375
47031,be30_grd_clean,330.3404846191406
47119,be30_grd_clean,229.16329956054688
47121,be30_grd_clean,247.9788818359375
47107,be30_grd_clean,280.77349853515625
47105,be30_grd_clean,279.86346435546875
47141,be30_grd_clean,362.8332824707031
47081,be30_grd_clean,212.16184997558594
47079,be30_grd_clean,143.42233276367188
47057,be30_grd_clean,392.9609680175781
47159,be30_grd_clean,211.78433227539062
48387,be30_grd_clean,126.90206909179688
48219,be30_grd_clean,1063.8060302734375
48127,be30_grd_clean,186.4552001953125
48471,be30_grd_clean,92.40531921386719
48089,be30_grd_clean,75.243865966796875
48131,be30_grd_clean,149.59339904785156
48475,be30_grd_clean,796.5098876953125
48225,be30_grd_clean,100.43876647949219
48347,be30_grd_clean,108.42993927001953
48153,be30_grd_clean,959.50439453125
48469,be30_grd_clean,30.583702087402344
48223,be30_grd_clean,150.53427124023438
48025,be30_grd_clean,75.88531494140625
48119,be30_grd_clean,141.9139404296875
48455,be30_grd_clean,84.62776184082031
48015,be30_grd_clean,72.76847839355469
48151,be30_grd_clean,606.55694580078125
48407,be30_grd_clean,73.86200714111328
48405,be30_grd_clean,91.3717041015625
48477,be30_grd_clean,96.63846588134766
48435,be30_grd_clean,681.868408203125
38071,be30_grd_clean,451.9859313964844
39077,be30_grd_clean,268.8338623046875
39065,be30_grd_clean,297.7169189453125
40101,be30_grd_clean,183.66049194335938
40035,be30_grd_clean,245.02862548828125
40075,be30_grd_clean,459.84515380859375
42091,be30_grd_clean,89.8382568359375
42043,be30_grd_clean,212.16275024414062
42027,be30_grd_clean,453.0703125
42033,be30_grd_clean,489.32843017578125
42063,be30_grd_clean,432.5515441894531
42031,be30_grd_clean,428.3876647949219
42035,be30_grd_clean,436.1456604003906
42061,be30_grd_clean,350.1768798828125
42113,be30_grd_clean,532.7064208984375
45079,be30_grd_clean,82.97876739501953
45047,be30_grd_clean,166.9075469970703
45087,be30_grd_clean,158.14707946777344
45071,be30_grd_clean,140.8840789794922
45049,be30_grd_clean,32.18574142456055
45005,be30_grd_clean,51.18039321899414
46093,be30_grd_clean,838.69891357421875
46073,be30_grd_clean,496.9513854980469
46117,be30_grd_clean,565.56207275390625
47143,be30_grd_clean,347.7398376464844
47093,be30_grd_clean,310.10693359375
21119,be30_grd_clean,429.2776184082031
21003,be30_grd_clean,210.87525939941406
21139,be30_grd_clean,129.2835235595703
21055,be30_grd_clean,146.0326690673828
21239,be30_grd_clean,248.0973663330078
21193,be30_grd_clean,406.3829345703125
21181,be30_grd_clean,256.2021179199219
21189,be30_grd_clean,327.2519226074219
21097,be30_grd_clean,245.20419311523438
21063,be30_grd_clean,291.0871887207031
22015,be30_grd_clean,72.262939453125
22077,be30_grd_clean,15.535260200500488
22125,be30_grd_clean,48.525794982910156
22091,be30_grd_clean,68.4188003540039
22025,be30_grd_clean,25.889204025268555
24027,be30_grd_clean,133.71780395507812
26051,be30_grd_clean,240.69203186035156
27061,be30_grd_clean,415.784912109375
27171,be30_grd_clean,303.71929931640625
27127,be30_grd_clean,325.5350341796875
27097,be30_grd_clean,371.71624755859375
27139,be30_grd_clean,282.378662109375
27129,be30_grd_clean,321.56646728515625
27107,be30_grd_clean,298.7611389160156
27065,be30_grd_clean,328.4748840332031
28083,be30_grd_clean,38.130374908447266
28131,be30_grd_clean,61.35335159301758
28051,be30_grd_clean,79.44273376464844
28157,be30_grd_clean,75.52595520019531
28013,be30_grd_clean,102.57919311523438
29027,be30_grd_clean,234.59300231933594
29113,be30_grd_clean,184.89524841308594
29123,be30_grd_clean,243.45156860351562
29207,be30_grd_clean,105.47013854980469
30045,be30_grd_clean,1522.9735107421875
30013,be30_grd_clean,1296.9864501953125
30007,be30_grd_clean,1521.7052001953125
30049,be30_grd_clean,1618.531982421875
30027,be30_grd_clean,1152.211181640625
30037,be30_grd_clean,1273.97314453125
30039,be30_grd_clean,1859.1282958984375
31185,be30_grd_clean,500.3200988769531
37019,be30_grd_clean,11.217680931091309
37119,be30_grd_clean,217.08445739746094
37145,be30_grd_clean,172.2212371826172
39171,be30_grd_clean,256.8966369628906
40079,be30_grd_clean,259.1058044433594
02170,be30_grd_clean,898.3779296875
02122,be30_grd_clean,590.54931640625
41045,be30_grd_clean,1300.724365234375
02240,be30_grd_clean,877.97613525390625
41039,be30_grd_clean,653.6839599609375
